id,member,contextStrings,affinity1,dialogKey1,affinity2,dialogKey2,affinity3,dialogKey3,dialogString1,dialogString2,dialogString3
41045015-15,RM,"[""After that last"",""$Have you ever seen a ghost, Manager?""]",104,SMS_5S_RM_28_05_01,56,SMS_5S_RM_28_06_01,80,SMS_5S_RM_28_07_01,Yeah I have!,Nope never!,I wanna encounter one hehe
41045016-7,RM,"[""!Fate can be quite cruel sometimes"",""HBut so many complex ideas floated through my head while I was lying down""]",56,SMS_5S_RM_30_02_01,80,SMS_5S_RM_30_03_01,104,SMS_5S_RM_30_04_01,Like regrets?,Like future plans?,Don't think about anything
41045016-21,RM,"[""!Fate can be quite cruel sometimes"",""""]",104,SMS_5S_RM_30_05_01,80,SMS_5S_RM_30_06_01,56,SMS_5S_RM_30_07_01,"""Do a lot more for me going forward",Get better soon,Teach me English!
41045017-4,RM,"[""!It's almost the end of autumn and"",""LOL you mean""]",104,SMS_5S_RM_32_02_01,80,SMS_5S_RM_32_03_01,0,0,You're at an exhibition,You're reading a book,
41045017-14,RM,"[""!It's almost the end of autumn and"",""HWhat should I do to keep my memories from each exhibition more distinct?""]",80,SMS_5S_RM_32_05_01,56,SMS_5S_RM_32_06_01,104,SMS_5S_RM_32_07_01,Keep a journal,Write lyrics,Don't do anything
41045018-4,RM,"[""Manager"",""\""I wouldn't get my driver's license""]",80,SMS_5S_RM_34_02_01,104,SMS_5S_RM_34_03_01,0,0,I remember,Did you change your mind?,
41045018-14,RM,"[""Manager"","";There might come a day when driver's licenses are obsolete!""]",56,SMS_5S_RM_34_05_01,104,SMS_5S_RM_34_06_01,80,SMS_5S_RM_34_07_01,Yeah I guess it might,I don't think that day will come,2Sounds like <color=#42b7fe>science fiction</color>
41045019-6,RM,"[""I found one!!"",""&Oh congrats hahah where'd you find it?""]",80,SMS_5S_RM_36_02_01,104,SMS_5S_RM_36_03_01,0,0,Somewhere familiar?,Somewhere unexpected?,
41045019-15,RM,"[""I found one!!"",""Loool oh...""]",56,SMS_5S_RM_36_05_01,80,SMS_5S_RM_36_06_01,104,SMS_5S_RM_36_07_01,Congrats!,%Does that really count as finding it?,What is it?
41045020-4,RM,"[""-I dreamt of being the master of communication"","")Questions are actually quite difficult...""]",80,SMS_5S_RM_38_02_01,104,SMS_5S_RM_38_03_01,0,0,Did someone stump you?,#Did you meet a master of questions?,
41045020-15,RM,"[""-I dreamt of being the master of communication"",""##1 fan? Haha and who would that be?""]",104,SMS_5S_RM_38_05_01,80,SMS_5S_RM_38_06_01,56,SMS_5S_RM_38_07_01,Seok Jin,Taehyung,Me
41045021-4,RM,"[""I've been"",""About why Jimin respects me""]",80,SMS_5S_RM_40_02_01,104,SMS_5S_RM_40_03_01,0,0,Did you figure it out?,Was it hard finding an answer?,
41045021-18,RM,"[""I've been"","";T_T because to be honest... a formidable rival has appeared""]",80,SMS_5S_RM_40_05_01,104,SMS_5S_RM_40_06_01,56,SMS_5S_RM_40_07_01,I know who that is,Who's that?,Is there anyone other than me?
41045022-8,RM,"[""%The 25-pack of chocolate milk cartons"",""'If it wasn't Jeongguk, who could it be?""]",80,SMS_5S_RM_42_02_01,104,SMS_5S_RM_42_03_01,0,0,Yunki,Seok Jin,
41045022-15,RM,"[""%The 25-pack of chocolate milk cartons"",""So that means it wasn't him.""]",104,SMS_5S_RM_42_05_01,56,SMS_5S_RM_42_06_01,80,SMS_5S_RM_42_07_01,+They might've given the delivery person one,$What if it was a 24-pack and not 25?,3Conclusion: it's a relief that they arrived safely!
41045023-3,RM,"[""*Reflect on your day and answer my question"",""&What is your Happiness Meter at today?""]",80,SMS_5S_RM_44_02_01,56,SMS_5S_RM_44_03_01,104,SMS_5S_RM_44_04_01,100%,0%,No idea
41045023-18,RM,"[""*Reflect on your day and answer my question"",""""]",80,SMS_5S_RM_44_05_01,104,SMS_5S_RM_44_06_01,56,SMS_5S_RM_44_07_01,Come outside!,Call the other members!,Let's practice choreography!
41045024-6,RM,"[""(People really like springtime in general"",""the reason why""]",104,SMS_5S2_RM_024_02_01,80,SMS_5S2_RM_024_03_01,56,SMS_5S2_RM_024_04_01,Did you find an answer?,I think I know why,You said you enjoy spring!
41045024-24,RM,"[""(People really like springtime in general"","",I also want to try something new this spring""]",80,SMS_5S2_RM_024_05_01,104,SMS_5S2_RM_024_06_01,56,SMS_5S2_RM_024_07_01,Cooking?,Rap lessons?,Fishing?
41045025-11,RM,"[""I know but I don't know"",""XYou worked really hard yesterday, so why don't you take it easy for the rest of the day?""]",104,SMS_5S2_RM_025_02_01,80,SMS_5S2_RM_025_03_01,0,0,You could go shopping!,Play video games!,
41045025-21,RM,"[""I know but I don't know"",""@I'm trying to have fun but I'm having trouble getting into it...""]",80,SMS_5S2_RM_025_05_01,104,SMS_5S2_RM_025_06_01,56,SMS_5S2_RM_025_07_01,Do you just want to rest?,You want to keep working?,What would you like to do?
41045026-4,RM,"[""You once said, Manager"",""Also make mistakes""]",104,SMS_5S2_RM_026_02_01,80,SMS_5S2_RM_026_03_01,0,0,Yes I did hehe,I did?,
41045026-19,RM,"[""You once said, Manager"",""#About the requirements of adulthood""]",56,SMS_5S2_RM_026_05_01,104,SMS_5S2_RM_026_06_01,80,SMS_5S2_RM_026_07_01,Not making any mistakes?,Recovering from mistakes well?,Being understanding of mistakes?
41045027-4,RM,"[""Manager, today"","",Jimin and I will ride bikes back to the dorm""]",56,SMS_5S2_RM_027_02_01,104,SMS_5S2_RM_027_03_01,80,SMS_5S2_RM_027_04_01,Today too?,Have a great time hehe,"I want to go bike riding, too.."
41045027-14,RM,"[""Manager, today"",""""]",80,SMS_5S2_RM_027_05_01,104,SMS_5S2_RM_027_06_01,0,0,Are you scared you'd lose it?,(Because you'd have to lug it everywhere?,
41045028-10,RM,"[""CThe other members and I re-watched a video of our debut performance"",""=But when I actually watched it, it was strange and mysterious""]",104,SMS_5S2_RM_028_02_01,80,SMS_5S2_RM_028_03_01,0,0,Strange and mysteriously cool,Strange and mysteriously cute,
41045028-23,RM,"[""CThe other members and I re-watched a video of our debut performance"",""'So I said something to past Namjun, too""]",56,SMS_5S2_RM_028_05_01,80,SMS_5S2_RM_028_06_01,104,SMS_5S2_RM_028_07_01,This is just the beginning,Are you happy?,You must endure it all!
41045029-13,RM,"[""'Life is an endless series of challenges"",""Regular aglio e olio""]",80,SMS_5S2_RM_029_02_01,104,SMS_5S2_RM_029_03_01,0,0,Ingredient overload?,Does it taste unique?,
41045029-26,RM,"[""'Life is an endless series of challenges"",""Hahaha wait, how come?""]",104,SMS_5S2_RM_029_05_01,80,SMS_5S2_RM_029_06_01,56,SMS_5S2_RM_029_07_01,&Are you planning to cook for everyone?,"""Was everything up to now practice?",Was it better than expected?
41045030-4,RM,"[""Oh, question"",""Or which side are you closer to""]",104,SMS_5S2_RM_030_02_01,56,SMS_5S2_RM_030_03_01,80,SMS_5S2_RM_030_04_01,Independent,Dependent,Both
41045030-18,RM,"[""Oh, question"",""""]",80,SMS_5S2_RM_030_05_01,104,SMS_5S2_RM_030_06_01,0,0,The other members!,It's me!,
41045031-6,RM,"[""Even though my carelessness"",""<The show was really cool (as expected) and I liked that too!""]",104,SMS_5S2_RM_031_02_01,80,SMS_5S2_RM_031_03_01,0,0,The surprise event,The highlight of the day,
41045031-19,RM,"[""Even though my carelessness"",""!Ah Manager but... What do we do?!""]",56,SMS_5S2_RM_031_05_01,104,SMS_5S2_RM_031_06_01,80,SMS_5S2_RM_031_07_01,"!This isn't about... that, right?!","Why, what's wrong?!",I'm uneasy already
41045032-9,RM,"[""It's very interesting"",""$Jeongguk found it in one try earlier""]",104,SMS_5S2_RM_032_02_01,80,SMS_5S2_RM_032_03_01,56,SMS_5S2_RM_032_04_01,Was it inside your hat?,It was probably in your pocket,It was in your hand...
41045032-19,RM,"[""It's very interesting"",""Manager I'm Kim Namjun -_-""]",80,SMS_5S2_RM_032_05_01,104,SMS_5S2_RM_032_06_01,0,0,0I thought you were the king of losing things T_T,Does that mean... No way...,
41054002-6,Jimin,"[""Why are they doing this... T_T"",""\""Why are they doing this to me? T_T""]",160,SMS_4S_Jimin_04_02_01,208,SMS_4S_Jimin_04_03_01,112,SMS_4S_Jimin_04_04_01,It's because you're so cute.,"""I want to play pranks on you, too.",Teach them a lesson!
41054003-5,Jimin,"[""Did you know?"",""@And there's supposed to be something really really really sour!!""]",160,SMS_4S_Jimin_06_02_01,112,SMS_4S_Jimin_06_03_01,208,SMS_4S_Jimin_06_04_01,"Your favorite flavor, Jimin!",I can feel your excitement!,Should we go check it out?
41054005-4,Jimin,"[""LI feel super refreshed after working out, sweating, and then showering loool"",""(Yeah lol! It's great picking it up again""]",160,SMS_4S_Jimin_10_02_01,208,SMS_4S_Jimin_10_03_01,112,SMS_4S_Jimin_10_04_01,"%How long did you do kendo for, again?",*The kendo uniform looks so good on you >_<,)Aren't you going a little too frequently?
41054011-5,Jimin,"[""\""Isn't today's weather really nice?"",""I really want to go somewhere""]",208,SMS_4S_Jimin_22_02_01,160,SMS_4S_Jimin_22_03_01,112,SMS_4S_Jimin_22_04_01,Like... the ocean?,Like... the mountains?,"""Wherever it is, let's go together!"
41054017-5,Jimin,"[""Manager when you look at me"",""DI made a bet with the other members about what you'd say! Hurry lol!""]",208,SMS_4S_Jimin_12_02_01,160,SMS_4S_Jimin_12_03_01,112,SMS_4S_Jimin_12_04_01,"Puppy, cat...",Mang-gae-ddeok!,Your parents?
41054018-5,Jimin,"[""HIt'd be better to take long sleeves if I'm going to the mountains right?"",""KHahaha we played a game and I have to do the punishment... Go hiking alone!""]",208,SMS_4S_Jimin_18_02_01,160,SMS_4S_Jimin_18_03_01,112,SMS_4S_Jimin_18_04_01,Hiking... Sounds fun!,Such a heartless competition...,#Are you sure it isn't match fixing?
41054019-4,Jimin,"[""Maaanager"",""Are you proud of me? Hehehe""]",208,SMS_4S_Jimin_28_02_01,160,SMS_4S_Jimin_28_03_01,112,SMS_4S_Jimin_28_04_01,But I just bought snacks,Liar!,I already heard
41054021-14,Jimin,"[""Ahhhhh"",""%Time for a difficult decision I think""]",160,SMS_4S2_Jimin_021_02_01,208,SMS_4S2_Jimin_021_03_01,112,SMS_4S2_Jimin_021_04_01,Honey butter potato chips,"Sweet, honey coated crisps",Sesame-flavored snacks
41055002-5,Jimin,"[""Mishster Jimin"",""&Wait for me please I'll be right there""]",56,SMS_5S_Jimin_04_02_01,104,SMS_5S_Jimin_04_03_01,80,SMS_5S_Jimin_04_04_01,#If you don't come soon I'm leaving.,I want to see you!,Come after practice.
41055002-13,Jimin,"[""Mishster Jimin"",""&I wish there were more days like this!""]",80,SMS_5S_Jimin_04_05_01,56,SMS_5S_Jimin_04_06_01,104,SMS_5S_Jimin_04_07_01,"/It's because of the kimchi dumplings, isn't it?","Nope, no can do!",I'll try to do this more often.
41055003-4,Jimin,"[""Nomnom on the streets again"",""EIt's my first time eating a crepe... so this is what they taste like!""]",104,SMS_5S_Jimin_06_02_01,80,SMS_5S_Jimin_06_03_01,56,SMS_5S_Jimin_06_04_01,What does it taste like?,&Are you on your way to practice again?,*Spicy rice cakes are the best street food!
41055003-13,Jimin,"[""Nomnom on the streets again"",""it's up to you to eat one loool""]",80,SMS_5S_Jimin_06_05_01,104,SMS_5S_Jimin_06_06_01,56,SMS_5S_Jimin_06_07_01,I don't like crepes.,*You have to buy me one for me to have one.,I'm just teasing!
41055004-10,Jimin,"[""I know the truth..."",""Don't worry about it hehe""]",80,SMS_5S_Jimin_08_02_01,104,SMS_5S_Jimin_08_03_01,56,SMS_5S_Jimin_08_04_01,Was it really fun?,That's good to hear.,Don't do that again!
41055004-19,Jimin,"[""I know the truth..."",""7was more important than the actual content of the movie""]",80,SMS_5S_Jimin_08_05_01,104,SMS_5S_Jimin_08_06_01,0,0,"""Let's watch another one next time!",You're overflowing with love.,
41055006-9,Jimin,"[""Maaanager"",""Hurry and make a wish!""]",104,SMS_5S_Jimin_12_02_01,80,SMS_5S_Jimin_12_03_01,0,0,I'll make a wish,I don't do wishes...,
41055006-19,Jimin,"[""Maaanager"",""What kind of wish did you make?""]",104,SMS_5S_Jimin_12_05_01,80,SMS_5S_Jimin_12_06_01,56,SMS_5S_Jimin_12_07_01,I wished for BTS's happiness!,$I wished for everyone to be healthy!,It's a secret
41055007-7,Jimin,"[""\""Hello this is Sleep Fairy Chimchim"",""Have I come to the right place?""]",80,SMS_5S_Jimin_14_02_01,104,SMS_5S_Jimin_14_03_01,56,SMS_5S_Jimin_14_04_01,(Snore) Zzz,Ding ding ding! Correct!,What took you so long?
41055007-25,Jimin,"[""\""Hello this is Sleep Fairy Chimchim"",""How is it?""]",104,SMS_5S_Jimin_14_05_01,56,SMS_5S_Jimin_14_06_01,80,SMS_5S_Jimin_14_07_01,I'm so touched...,#I'm gonna die from cute overload...,So... Charming...
41055008-4,Jimin,"[""Are you alright?"",""Explains all your sneezing""]",80,SMS_5S_Jimin_16_02_01,104,SMS_5S_Jimin_16_03_01,56,SMS_5S_Jimin_16_04_01,How'd you know?,I'm okay now,Cough cough
41055008-17,Jimin,"[""Are you alright?"",""will be able to be of some help!""]",104,SMS_5S_Jimin_16_05_01,56,SMS_5S_Jimin_16_06_01,80,SMS_5S_Jimin_16_07_01,How will you help?,What's good for colds?,"""I'll take your cold from you Jimin"
41055009-4,Jimin,"[""★Invitation★"",""_Date: After today's scheduled tasksPlace: Dorm Living RoomParticipants: Park Jimin, Manager""]",80,SMS_5S_Jimin_18_02_01,104,SMS_5S_Jimin_18_03_01,56,SMS_5S_Jimin_18_04_01,What's this???,I'll be sure to be there!,I don't think I can come
41055009-26,Jimin,"[""★Invitation★"",""I know!""]",80,SMS_5S_Jimin_18_05_01,56,SMS_5S_Jimin_18_06_01,104,SMS_5S_Jimin_18_07_01,#Only I need to know how hard I work,No big deal,Let's go as far as we can go!
41055010-12,Jimin,"[""Mishster Jimin!"",""%What?! Then what do I have to do? T_T""]",56,SMS_5S_Jimin_10_02_01,80,SMS_5S_Jimin_10_03_01,104,SMS_5S_Jimin_10_04_01,Treat me to something.,Hand over the photos!,&Say something like they do in Busan...
41055010-24,Jimin,"[""Mishster Jimin!"",""\""Since you found the camera for me!""]",104,SMS_5S_Jimin_10_05_01,56,SMS_5S_Jimin_10_06_01,80,SMS_5S_Jimin_10_07_01,"!I'm gonna take one of you, Jimin!",Time for a selfie!,I don't want to take one...
41055011-5,Jimin,"[""Maaanager"","")The thing I put in the dorm refrigerator!""]",56,SMS_5S_Jimin_20_02_01,104,SMS_5S_Jimin_20_03_01,80,SMS_5S_Jimin_20_04_01,"Oh, that!",I haven't seen it yet,I want to guess!
41055011-16,Jimin,"[""Maaanager"",""""]",80,SMS_5S_Jimin_20_05_01,56,SMS_5S_Jimin_20_06_01,104,SMS_5S_Jimin_20_07_01,Amazing,It's too pretty to eat,Looks easy to eat
41055012-5,Jimin,"[""I opened my closet this morning"",""BI'm gonna try buying something other than a striped t-shirt today!""]",104,SMS_5S_Jimin_24_02_01,80,SMS_5S_Jimin_24_03_01,0,0,But stripes are great,#Yeah let's buy something else today,
41055012-17,Jimin,"[""I opened my closet this morning"",""Which should I buy?""]",80,SMS_5S_Jimin_24_05_01,56,SMS_5S_Jimin_24_06_01,104,SMS_5S_Jimin_24_07_01,Buy the shoes!,Buy the hat!,Buy everything!
41055013-7,Jimin,"[""Maaanager my face, it's..."",""Eand Jeongguk keeps pressing it like a doorbell and going 'ding-dong'!""]",80,SMS_5S_Jimin_22_02_01,56,SMS_5S_Jimin_22_03_01,104,SMS_5S_Jimin_22_04_01,Sounds fun LOL,Jeongguk's being mean!,Same here T____T
41055013-16,Jimin,"[""Maaanager my face, it's..."",""I think I know why!""]",104,SMS_5S_Jimin_22_05_01,56,SMS_5S_Jimin_22_06_01,80,SMS_5S_Jimin_22_07_01,You started liking someone!,It's because of makeup!,It's from all the holiday jeon!
41055014-4,Jimin,"[""'I'm not worried about the break anymore"",""&What do you think I did today guesssss""]",104,SMS_5S_Jimin_26_02_01,80,SMS_5S_Jimin_26_03_01,0,0,Went to a concert?,Practiced?,
41055014-17,Jimin,"[""'I'm not worried about the break anymore"",""8How are you spending the rest of your vacation, Manager?""]",104,SMS_5S_Jimin_26_05_01,56,SMS_5S_Jimin_26_06_01,80,SMS_5S_Jimin_26_07_01,Going on a trip,Lounging around at home,Watching your stage cams
41055015-8,Jimin,"[""I just don't understand..."",""Oof...""]",56,SMS_5S_Jimin_28_02_01,104,SMS_5S_Jimin_28_03_01,80,SMS_5S_Jimin_28_04_01,"""That makes me want to tease you...",Ghosts don't exist,I'll protect you
41055015-24,Jimin,"[""I just don't understand..."",""""]",56,SMS_5S_Jimin_28_05_01,80,SMS_5S_Jimin_28_06_01,104,SMS_5S_Jimin_28_07_01,That's true,That's a false rumor,"Can't tell you, it's classified"
41055016-4,Jimin,"[""I'm at the cafe"",""\""But I can't decide what I want T_T""]",80,SMS_5S_Jimin_30_02_01,104,SMS_5S_Jimin_30_03_01,0,0,How about coffee?,-How about a strawberries and cream milkshake?,
41055016-13,Jimin,"[""I'm at the cafe"",""\""I wanna get what you recommend >_<""]",56,SMS_5S_Jimin_30_05_01,80,SMS_5S_Jimin_30_06_01,104,SMS_5S_Jimin_30_07_01,A slice of cake,A cookie,I can't decide
41055017-4,Jimin,"[""Did you"",""+I got rained on on the way back to the dorm""]",104,SMS_5S_Jimin_32_02_01,80,SMS_5S_Jimin_32_03_01,0,0,I didn't :D,I did Y_Y,
41055017-13,Jimin,"[""Did you"",""I'm thinking of what to name it""]",56,SMS_5S_Jimin_32_05_01,104,SMS_5S_Jimin_32_06_01,80,SMS_5S_Jimin_32_07_01,<color=#42b7fe>Rain</color>,A stork passing through rain,&Heaven Moved to Tears by Jimin's Dance
41055018-5,Jimin,"[""*Dark Mishster Jimin!! How's revenge going?"","".Helped me keep from doing a lot of things haha""]",56,SMS_5S_Jimin_34_02_01,104,SMS_5S_Jimin_34_03_01,80,SMS_5S_Jimin_34_04_01,Touching your hair?,Piggybacking on the other guys?,Lying down anywhere?
41055018-18,Jimin,"[""*Dark Mishster Jimin!! How's revenge going?"",""""]",56,SMS_5S_Jimin_34_05_01,104,SMS_5S_Jimin_34_06_01,80,SMS_5S_Jimin_34_07_01,Use the photos,Hide your adorableness,Win at games
41055019-6,Jimin,"[""I finaaalllyy"",""Wow congrats!!""]",80,SMS_5S_Jimin_36_02_01,104,SMS_5S_Jimin_36_03_01,0,0,Did it help?,Was it fun?,
41055019-14,Jimin,"[""I finaaalllyy"",""$<color=#42b7fe>G.C.F</color>? Hmm...""]",104,SMS_5S_Jimin_36_05_01,56,SMS_5S_Jimin_36_06_01,80,SMS_5S_Jimin_36_07_01,I think they're different...,I can't wait!!,You're doing everything youself?
41055020-13,Jimin,"[""0I did something fun in honor of new year's today"","")Loool anyway the fortune cookies were fun""]",104,SMS_5S_Jimin_38_02_01,56,SMS_5S_Jimin_38_03_01,80,SMS_5S_Jimin_38_04_01,"What did yours say, Jimin?",!Did the other guys open them too?,I want a fortune too
41055020-24,Jimin,"[""0I did something fun in honor of new year's today"",""(I lined them up loool! Pick from 1, 2, 3""]",56,SMS_5S_Jimin_38_05_01,104,SMS_5S_Jimin_38_06_01,80,SMS_5S_Jimin_38_07_01,Lucky number 1,Lucky number 2,Lucky number 3
41055021-5,Jimin,"[""&Jimin! Are you zoom zooming over here?"",""Guess where I am right nowww""]",104,SMS_5S_Jimin_40_02_01,56,SMS_5S_Jimin_40_03_01,80,SMS_5S_Jimin_40_04_01,At the dorm,Almost to Seoul,Still there
41055021-14,Jimin,"[""&Jimin! Are you zoom zooming over here?"",""5Because of something that happened in the taxi hahaha""]",56,SMS_5S_Jimin_40_05_01,80,SMS_5S_Jimin_40_06_01,104,SMS_5S_Jimin_40_07_01,"%Was the driver a fan of yours, Jimin?",Did the GPS break?,"Is the driver from Busan, too?"
41055022-7,Jimin,"[""Manager, manager"",""6What's the secret to your popularity? I'm so curious!!""]",104,SMS_5S_Jimin_42_02_01,80,SMS_5S_Jimin_42_03_01,0,0,Perfect snack choices?,!Smooth scheduling and management?,
41055022-18,Jimin,"[""Manager, manager"",""Which of these is your favorite?""]",80,SMS_5S_Jimin_42_05_01,104,SMS_5S_Jimin_42_06_01,56,SMS_5S_Jimin_42_07_01,White Chocolate,Dark Chocolate,Mint Chocolate
41055023-3,Jimin,"[""Hello, world!"",""Can you hear me?""]",104,SMS_5S_Jimin_44_02_01,80,SMS_5S_Jimin_44_03_01,0,0,"Yes, I can","No, I can't",
41055023-22,Jimin,"[""Hello, world!"",""""]",80,SMS_5S_Jimin_44_05_01,56,SMS_5S_Jimin_44_06_01,104,SMS_5S_Jimin_44_07_01,Something that lasts forever,Nothing,It's purple
41055024-5,Jimin,"[""6There were petals in the office... What could this be?"",""How interesting hehe""]",80,SMS_5S2_Jimin_024_02_01,104,SMS_5S2_Jimin_024_03_01,56,SMS_5S2_Jimin_024_04_01,The likely culprit is Park Jimin,Do you happen to know anything?,Your acting's top-notch
41055024-16,Jimin,"[""6There were petals in the office... What could this be?"",""\""You figured it out so quickly hehe""]",104,SMS_5S2_Jimin_024_05_01,56,SMS_5S2_Jimin_024_06_01,80,SMS_5S2_Jimin_024_07_01,I found a definitive clue,My guess was accurate,Lucky guess...
41055025-10,Jimin,"[""Whenever I laugh"",""\""so I wouldn't fall out of my chair""]",104,SMS_5S2_Jimin_025_02_01,80,SMS_5S2_Jimin_025_03_01,0,0,Standing,Not laughing,
